geom,Latitude,Longitude,Source,Year,Capacity,depth
POINT (2.82713294641675 51.6709603952623),51.67096,2.827133,DOWT,,,-33.0
POINT (2.84797386100833 51.6726671943021),51.672667,2.847974,DOWT,,,-31.0
POINT (2.86611982974754 51.6723078681884),51.672308,2.86612,DOWT,,,-30.0
POINT (2.86135875874171 51.675272308626),51.675272,2.861359,DOWT,,,-30.0
POINT (2.80449540125694 51.6298175552496),51.629818,2.804495,DOWT,,,-24.0
POINT (2.79650039522828 51.6300870498348),51.630087,2.7965,DOWT,,,-19.0
POINT (2.81060394518895 51.6428431268693),51.642843,2.810604,DOWT,,,-29.0
POINT (2.80557337959788 51.637543066693),51.637543,2.805573,DOWT,,,-20.0
POINT (2.80790899933659 51.6263141256415),51.626314,2.807909,DOWT,,,-29.0
POINT (2.80961579837642 51.6343989631986),51.634399,2.809616,DOWT,,,-24.0
POINT (2.79946483566587 51.6252361473006),51.625236,2.799465,DOWT,,,-24.0
POINT (2.81392771174019 51.6317938488747),51.631794,2.813928,DOWT,,,-31.0
POINT (2.81383788021178 51.6485025131593),51.648503,2.813838,DOWT,,,-31.0
POINT (2.82021591872903 51.6455380727217),51.645538,2.820216,DOWT,,,-32.0
POINT (2.82048541331427 51.6594619596255),51.659462,2.820485,DOWT,,,-30.0
POINT (2.82497698973487 51.6425736322841),51.642574,2.824977,DOWT,,,-32.0
POINT (2.84680605113897 51.6570365083584),51.657037,2.846806,DOWT,,,-31.0
POINT (2.8485128501788 51.6650315143871),51.665032,2.848513,DOWT,,,-29.0
POINT (2.82587530501899 51.6496703230286),51.64967,2.825875,DOWT,,,-32.0
POINT (2.83396014257606 51.6593721280971),51.659372,2.83396,DOWT,,,-32.0
POINT (2.83387031104765 51.6467957141194),51.646796,2.83387,DOWT,,,-33.0
POINT (2.84042801262172 51.6520059427673),51.652006,2.840428,DOWT,,,-31.0
POINT (2.82093457095633 51.6366447514089),51.636645,2.820935,DOWT,,,-32.0
POINT (2.82982789226911 51.6546110570913),51.654611,2.829828,DOWT,,,-32.0
POINT (2.85336375271304 51.6621569054779),51.662157,2.853364,DOWT,,,-30.0
POINT (2.82389901139392 51.6651213459155),51.665121,2.823899,DOWT,,,-32.0
POINT (2.83207368047941 51.6673671341258),51.667367,2.832074,DOWT,,,-35.0
POINT (2.81617349995049 51.6395193603181),51.639519,2.816173,DOWT,,,-29.0
POINT (2.81707181523461 51.6540720679208),51.654072,2.817072,DOWT,,,-31.0
POINT (2.84006868650807 51.6690739331656),51.669074,2.840069,DOWT,,,-32.0
POINT (2.85507055175287 51.6700620799781),51.670062,2.855071,DOWT,,,-29.0
POINT (2.8598316227587 51.6672773025974),51.667277,2.859832,DOWT,,,-29.0
POINT (2.80153096081935 51.6213733915789),51.621373,2.801531,DOWT,,,-30.0
POINT (2.79793769968287 51.7060845228713),51.706085,2.797938,DOWT,,,-29.0
POINT (2.80108180317729 51.7112947515192),51.711295,2.801082,DOWT,,,-28.0
POINT (2.78527145417678 51.6848842821661),51.684884,2.785271,DOWT,,,-29.0
POINT (2.77907307871636 51.6743739933419),51.674374,2.779073,DOWT,,,-30.0
POINT (2.79146982963721 51.6954844025187),51.695484,2.79147,DOWT,,,-28.0
POINT (2.80629203182518 51.7080608164964),51.708061,2.806292,DOWT,,,-24.0
POINT (2.76631700168186 51.6529940895799),51.652994,2.766317,DOWT,,,-31.0
POINT (2.76757464307963 51.6490415023297),51.649042,2.767575,DOWT,,,-29.0
POINT (2.76955093670469 51.6583839812846),51.658384,2.769551,DOWT,,,-31.0
POINT (2.77269504019911 51.6636840414609),51.663684,2.772695,DOWT,,,-31.0
POINT (6.60670467282123 54.0143954769449),54.014395,6.606705,DOWT,,,-29.0
POINT (6.60742332504852 54.0003817585126),54.000382,6.607423,DOWT,,,-28.0
POINT (6.59421809037196 54.0075682807855),54.007568,6.594218,DOWT,,,-28.0
POINT (6.60715383046329 54.0075682807855),54.007568,6.607154,DOWT,,,-28.0
POINT (6.59385876425832 54.0143056454164),54.014306,6.593859,DOWT,,,-29.0
POINT (6.61982007596937 54.0003817585126),54.000382,6.61982,DOWT,,,-29.0
POINT (7.1686907145664 55.220743071989),55.220743,7.168691,DOWT,,,-22.0
POINT (7.17066700819146 55.2133768866592),55.213377,7.170667,DOWT,,,-22.0
POINT (7.18953162915797 55.2172396423809),55.21724,7.189532,DOWT,,,-23.0
POINT (7.18441123203849 55.2252346484096),55.225235,7.184411,DOWT,,,-24.0
POINT (7.16913987220846 55.136570929867),55.136571,7.16914,DOWT,,,-27.0
POINT (7.16887037762322 55.1452845881229),55.145285,7.16887,DOWT,,,-26.0
POINT (7.16940936679369 55.1279471031394),55.127947,7.169409,DOWT,,,-27.0
POINT (7.2100132176359 55.1467218925775),55.146722,7.210013,DOWT,,,-22.0
POINT (7.18701634636244 55.1460032403502),55.146003,7.187016,DOWT,,,-23.0
POINT (7.21315732113032 55.1281267661962),55.128127,7.213157,DOWT,,,-25.0
POINT (7.21127085903366 55.1374692451511),55.137469,7.211271,DOWT,,,-24.0
POINT (7.18647735719197 55.1242640104745),55.124264,7.186477,DOWT,,,-27.0
POINT (7.18530954732261 55.1531897626232),55.15319,7.18531,DOWT,,,-22.0
POINT (7.18872314540226 55.13809806585),55.138098,7.188723,DOWT,,,-25.0
POINT (7.20785726095401 55.1557050454187),55.155705,7.207857,DOWT,,,-21.0
POINT (7.19025028138527 55.130911543577),55.130912,7.19025,DOWT,,,-26.0
POINT (7.18333325369755 55.1609152740666),55.160915,7.183333,DOWT,,,-23.0
POINT (7.22995581694335 55.1380082343216),55.138008,7.229956,DOWT,,,-22.0
POINT (7.23166261598318 55.1306420489918),55.130642,7.231663,DOWT,,,-22.0
POINT (7.17048734513464 55.0939009538713),55.093901,7.170487,DOWT,,,-29.0
POINT (7.17039751360623 55.1034230958829),55.103423,7.170398,DOWT,,,-28.0
POINT (7.17506875308365 55.0756651536037),55.075665,7.175069,DOWT,,,-28.0
POINT (7.1702178505494 55.1112384388548),55.111238,7.170218,DOWT,,,-27.0
POINT (7.19411303710698 55.1024349490704),55.102435,7.194113,DOWT,,,-28.0
POINT (7.19285539570922 55.109531639815),55.109532,7.192855,DOWT,,,-27.0
POINT (7.19357404793651 55.1163588359743),55.116359,7.193574,DOWT,,,-27.0
POINT (7.20597079885736 55.092104323303),55.092104,7.205971,DOWT,,,-27.0
POINT (7.21710990838044 55.109980797457),55.109981,7.21711,DOWT,,,-26.0
POINT (7.18854348234544 55.0928229755303),55.092823,7.188543,DOWT,,,-29.0
POINT (7.20633012497101 55.0826720128198),55.082672,7.20633,DOWT,,,-28.0
POINT (7.18836381928862 55.0790787516833),55.079079,7.188364,DOWT,,,-28.0
POINT (7.22564390357958 55.0915653341326),55.091565,7.225644,DOWT,,,-27.0
POINT (7.21710990838044 55.1016264653147),55.101626,7.21711,DOWT,,,-26.0
POINT (7.2258235666364 55.0819533605925),55.081953,7.225824,DOWT,,,-27.0
POINT (7.18207561229978 55.0832110019903),55.083211,7.182076,DOWT,,,-28.0
POINT (7.23597452934695 55.1148316999913),55.114832,7.235975,DOWT,,,-25.0
POINT (7.23777115991519 55.1075553461899),55.107555,7.237771,DOWT,,,-26.0
POINT (7.24208307327896 55.0910263449621),55.091026,7.242083,DOWT,,,-26.0
POINT (7.24414919843244 55.0817736975357),55.081774,7.244149,DOWT,,,-26.0
POINT (7.17650605753824 55.1913681621983),55.191368,7.176506,DOWT,,,-22.0
POINT (7.21504378322697 55.1971173800166),55.197117,7.215044,DOWT,,,-22.0
POINT (7.19366387946492 55.2086158156533),55.208616,7.193664,DOWT,,,-22.0
POINT (7.19492152086269 55.1994529997553),55.199453,7.194922,DOWT,,,-22.0
POINT (7.19770629824346 55.1905596784425),55.19056,7.197706,DOWT,,,-22.0
POINT (7.1784823511633 55.1841816399253),55.184182,7.178482,DOWT,,,-22.0
POINT (7.20570130427212 55.1654068504872),55.165407,7.205701,DOWT,,,-22.0
POINT (7.20040124409582 55.1820256832434),55.182026,7.200401,DOWT,,,-22.0
POINT (7.20264703230612 55.1736713511011),55.173671,7.202647,DOWT,,,-22.0
POINT (7.22160148480104 55.1716052259476),55.171605,7.221601,DOWT,,,-22.0
POINT (7.16994835596417 55.1194131079403),55.119413,7.169948,DOWT,,,-28.0
POINT (7.21576243545426 55.119143613355),55.119144,7.215762,DOWT,,,-26.0
POINT (7.20749793484036 55.0718023978819),55.071802,7.207498,DOWT,,,-29.0
POINT (7.21396580488602 55.0656040224215),55.065604,7.213966,DOWT,,,-29.0
POINT (7.18602819954991 55.0641667179669),55.064167,7.186028,DOWT,,,-28.0
POINT (7.19995208645376 55.0649752017226),55.064975,7.199952,DOWT,,,-29.0
POINT (7.19177741736827 55.0738685230354),55.073869,7.191777,DOWT,,,-29.0
POINT (7.22627272427846 55.0741380176206),55.074138,7.226273,DOWT,,,-28.0
POINT (7.24073560035279 55.0672209899329),55.067221,7.240736,DOWT,,,-27.0
POINT (7.22762019720464 55.0663226746488),55.066323,7.22762,DOWT,,,-29.0
POINT (7.23372874113665 55.1231860321336),55.123186,7.233729,DOWT,,,-24.0
POINT (6.51417819855692 53.9942732145806),53.994273,6.514178,DOWT,,,-25.0
POINT (6.49127115881187 53.994363046109),53.994363,6.491271,DOWT,,,-26.0
POINT (6.52558680266523 53.994363046109),53.994363,6.525587,DOWT,,,-27.0
POINT (6.54849384241028 53.994363046109),53.994363,6.548494,DOWT,,,-27.0
POINT (6.5599024465186 53.994363046109),53.994363,6.559902,DOWT,,,-28.0
POINT (6.51417819855692 53.9739712891595),53.973971,6.514178,DOWT,,,-24.0
POINT (6.5027695944486 53.9675932506422),53.967593,6.50277,DOWT,,,-26.0
POINT (6.51417819855692 53.9607660544829),53.960766,6.514178,DOWT,,,-25.0
POINT (6.5027695944486 53.9740611206879),53.974061,6.50277,DOWT,,,-23.0
POINT (6.50267976292019 53.9808883168472),53.980888,6.50268,DOWT,,,-23.0
POINT (6.50267976292019 53.9876256814781),53.987626,6.50268,DOWT,,,-23.0
POINT (6.51417819855692 53.9875358499497),53.987536,6.514178,DOWT,,,-23.0
POINT (6.51417819855692 53.9808883168472),53.980888,6.514178,DOWT,,,-23.0
POINT (6.52558680266523 53.9606762229545),53.960676,6.525587,DOWT,,,-24.0
POINT (6.51417819855692 53.9675034191138),53.967503,6.514178,DOWT,,,-26.0
POINT (6.52558680266523 53.9742407837447),53.974241,6.525587,DOWT,,,-25.0
POINT (6.52558680266523 53.9809781483756),53.980978,6.525587,DOWT,,,-25.0
POINT (6.49127115881187 53.9877155130065),53.987716,6.491271,DOWT,,,-25.0
POINT (6.52558680266523 53.9674135875854),53.967414,6.525587,DOWT,,,-25.0
POINT (6.52567663419365 53.9541185213804),53.954119,6.525677,DOWT,,,-27.0
POINT (6.52558680266523 53.9877155130065),53.987716,6.525587,DOWT,,,-26.0
POINT (6.54840401088187 53.9743306152731),53.974331,6.548404,DOWT,,,-25.0
POINT (6.5599024465186 53.9742407837447),53.974241,6.559902,DOWT,,,-25.0
POINT (6.54849384241028 53.9675034191138),53.967503,6.548494,DOWT,,,-25.0
POINT (6.54849384241028 53.9809781483756),53.980978,6.548494,DOWT,,,-26.0
POINT (6.54849384241028 53.9606762229545),53.960676,6.548494,DOWT,,,-22.0
POINT (6.57131105062692 53.9608558860113),53.960856,6.571311,DOWT,,,-22.0
POINT (6.5599024465186 53.981067979904),53.981068,6.559902,DOWT,,,-26.0
POINT (6.53699540677355 53.981067979904),53.981068,6.536995,DOWT,,,-26.0
POINT (6.57131105062692 53.9741509522163),53.974151,6.571311,DOWT,,,-25.0
POINT (6.54849384241028 53.954028689852),53.954029,6.548494,DOWT,,,-26.0
POINT (6.53708523830196 53.9608558860113),53.960856,6.537085,DOWT,,,-23.0
POINT (6.5599024465186 53.9675034191138),53.967503,6.559902,DOWT,,,-25.0
POINT (6.53699540677355 53.9876256814781),53.987626,6.536995,DOWT,,,-26.0
POINT (6.5599024465186 53.9539388583236),53.953939,6.559902,DOWT,,,-25.0
POINT (6.5599024465186 53.9606762229545),53.960676,6.559902,DOWT,,,-22.0
POINT (6.54840401088187 53.9878951760633),53.987895,6.548404,DOWT,,,-27.0
POINT (6.57131105062692 53.9809781483756),53.980978,6.571311,DOWT,,,-26.0
POINT (6.5599024465186 53.9878053445349),53.987805,6.559902,DOWT,,,-27.0
POINT (6.53699540677355 53.9741509522163),53.974151,6.536995,DOWT,,,-25.0
POINT (6.57131105062692 53.9876256814781),53.987626,6.571311,DOWT,,,-27.0
POINT (6.57131105062692 53.9674135875854),53.967414,6.571311,DOWT,,,-24.0
POINT (6.53699540677355 53.9674135875854),53.967414,6.536995,DOWT,,,-25.0
POINT (6.53699540677355 53.954028689852),53.954029,6.536995,DOWT,,,-26.0
POINT (6.57131105062692 53.9538490267952),53.953849,6.571311,DOWT,,,-25.0
POINT (6.5599024465186 53.9472014936927),53.947201,6.559902,DOWT,,,-26.0
POINT (6.53699540677355 53.9471116621643),53.947112,6.536995,DOWT,,,-27.0
POINT (6.54849384241028 53.9472913252211),53.947291,6.548494,DOWT,,,-27.0
POINT (6.59421809037197 53.9605863914261),53.960586,6.594218,DOWT,,,-24.0
POINT (6.58271965473523 53.9675932506422),53.967593,6.58272,DOWT,,,-23.0
POINT (6.59421809037196 53.954028689852),53.954029,6.594218,DOWT,,,-24.0
POINT (6.59412825884355 53.9675932506422),53.967593,6.594128,DOWT,,,-24.0
POINT (6.60562669448028 53.9541185213804),53.954119,6.605627,DOWT,,,-24.0
POINT (6.58280948626365 53.9606762229545),53.960676,6.582809,DOWT,,,-24.0
POINT (6.60562669448028 53.9606762229545),53.960676,6.605627,DOWT,,,-24.0
POINT (6.58280948626365 53.954028689852),53.954029,6.582809,DOWT,,,-25.0
POINT (6.58271965473523 53.9742407837447),53.974241,6.58272,DOWT,,,-25.0
POINT (6.59421809037196 53.9472913252211),53.947291,6.594218,DOWT,,,-25.0
POINT (6.58271965473523 53.9472913252211),53.947291,6.58272,DOWT,,,-25.0
POINT (6.57131105062692 53.9472014936927),53.947201,6.571311,DOWT,,,-26.0
POINT (6.54849384241028 53.9404641290618),53.940464,6.548494,DOWT,,,-27.0
POINT (6.5599024465186 53.9405539605902),53.940554,6.559902,DOWT,,,-26.0
POINT (6.57131105062692 53.9405539605902),53.940554,6.571311,DOWT,,,-26.0
POINT (6.59421809037196 53.9405539605902),53.940554,6.594218,DOWT,,,-25.0
POINT (6.60553686295187 53.9404641290618),53.940464,6.605537,DOWT,,,-25.0
POINT (6.58271965473523 53.9404641290618),53.940464,6.58272,DOWT,,,-26.0
POINT (6.60562669448028 53.9472913252211),53.947291,6.605627,DOWT,,,-24.0
POINT (6.56493301210967 53.9639101579773),53.96391,6.564933,DOWT,,,-23.0
POINT (7.66662687655385 54.5333522165807),54.533352,7.666627,DOWT,,,-23.0
POINT (7.6790236274747 54.5335318796375),54.533532,7.679024,DOWT,,,-22.0
POINT (7.65387079951935 54.5335318796375),54.533532,7.653871,DOWT,,,-23.0
POINT (7.65378096799094 54.5388319398138),54.538832,7.653781,DOWT,,,-22.0
POINT (7.67911345900311 54.5388319398138),54.538832,7.679113,DOWT,,,-21.0
POINT (7.70390696084481 54.517272372995),54.517272,7.703907,DOWT,,,-22.0
POINT (7.70390696084481 54.5227520962281),54.522752,7.703907,DOWT,,,-22.0
POINT (7.69142037839555 54.5171825414666),54.517183,7.69142,DOWT,,,-22.0
POINT (7.71630371176566 54.517272372995),54.517272,7.716304,DOWT,,,-22.0
POINT (7.70390696084481 54.5119723128187),54.511972,7.703907,DOWT,,,-21.0
POINT (7.71630371176566 54.5064027580571),54.506403,7.716304,DOWT,,,-21.0
POINT (7.70390696084481 54.5064925895855),54.506493,7.703907,DOWT,,,-22.0
POINT (7.69142037839555 54.5118824812903),54.511882,7.69142,DOWT,,,-22.0
POINT (7.7286106311581 54.517272372995),54.517272,7.728611,DOWT,,,-22.0
POINT (7.69151020992396 54.5226622646997),54.522662,7.69151,DOWT,,,-22.0
POINT (7.72870046268651 54.5119723128187),54.511972,7.7287,DOWT,,,-22.0
POINT (7.72870046268651 54.5064925895855),54.506493,7.7287,DOWT,,,-21.0
POINT (7.71630371176566 54.5226622646997),54.522662,7.716304,DOWT,,,-22.0
POINT (7.72870046268651 54.5226622646997),54.522662,7.7287,DOWT,,,-23.0
POINT (7.71630371176566 54.5118824812902),54.511882,7.716304,DOWT,,,-21.0
POINT (7.75349396452821 54.5119723128187),54.511972,7.753494,DOWT,,,-22.0
POINT (7.75349396452821 54.5171825414665),54.517183,7.753494,DOWT,,,-22.0
POINT (7.74109721360736 54.5064027580571),54.506403,7.741097,DOWT,,,-22.0
POINT (7.75349396452821 54.5065824211139),54.506582,7.753494,DOWT,,,-22.0
POINT (7.76589071544906 54.5117926497618),54.511793,7.765891,DOWT,,,-22.0
POINT (7.74109721360736 54.5117926497618),54.511793,7.741097,DOWT,,,-22.0
POINT (7.76589071544906 54.5064925895855),54.506493,7.765891,DOWT,,,-22.0
POINT (7.74109721360736 54.5171825414666),54.517183,7.741097,DOWT,,,-23.0
POINT (7.74109721360736 54.5227520962281),54.522752,7.741097,DOWT,,,-23.0
POINT (7.75349396452821 54.5226622646997),54.522662,7.753494,DOWT,,,-21.0
POINT (7.64102489095644 54.5171825414666),54.517183,7.641025,DOWT,,,-23.0
POINT (7.65378096799094 54.5171825414666),54.517183,7.653781,DOWT,,,-23.0
POINT (7.64102489095644 54.5119723128187),54.511972,7.641025,DOWT,,,-23.0
POINT (7.65387079951935 54.5227520962281),54.522752,7.653871,DOWT,,,-23.0
POINT (7.65387079951935 54.5119723128187),54.511972,7.653871,DOWT,,,-23.0
POINT (7.64102489095644 54.5065824211139),54.506582,7.641025,DOWT,,,-23.0
POINT (7.64102489095644 54.5225724331713),54.522572,7.641025,DOWT,,,-23.0
POINT (7.67911345900311 54.5171825414666),54.517183,7.679113,DOWT,,,-22.0
POINT (7.67911345900311 54.5117926497618),54.511793,7.679113,DOWT,,,-22.0
POINT (7.6790236274747 54.5064925895855),54.506493,7.679024,DOWT,,,-22.0
POINT (7.6790236274747 54.5227520962281),54.522752,7.679024,DOWT,,,-23.0
POINT (7.66662687655385 54.5226622646997),54.522662,7.666627,DOWT,,,-23.0
POINT (7.66671670808226 54.517272372995),54.517272,7.666717,DOWT,,,-22.0
POINT (7.66662687655385 54.5064027580571),54.506403,7.666627,DOWT,,,-23.0
POINT (7.66671670808226 54.5117028182334),54.511703,7.666717,DOWT,,,-22.0
POINT (7.70390696084481 54.5333522165807),54.533352,7.703907,DOWT,,,-22.0
POINT (7.71621388023725 54.5333522165807),54.533352,7.716214,DOWT,,,-23.0
POINT (7.69151020992396 54.5388319398138),54.538832,7.69151,DOWT,,,-21.0
POINT (7.69151020992396 54.5334420481091),54.533442,7.69151,DOWT,,,-22.0
POINT (7.71621388023725 54.5388319398138),54.538832,7.716214,DOWT,,,-22.0
POINT (7.72870046268651 54.5334420481091),54.533442,7.7287,DOWT,,,-23.0
POINT (7.7038171293164 54.5387421082854),54.538742,7.703817,DOWT,,,-22.0
POINT (7.75340413299979 54.5334420481091),54.533442,7.753404,DOWT,,,-21.0
POINT (7.76589071544906 54.5334420481091),54.533442,7.765891,DOWT,,,-20.0
POINT (7.74109721360736 54.5334420481091),54.533442,7.741097,DOWT,,,-21.0
POINT (7.64102489095644 54.5335318796375),54.533532,7.641025,DOWT,,,-24.0
POINT (7.66662687655385 54.5281419879328),54.528142,7.666627,DOWT,,,-24.0
POINT (7.65387079951935 54.5281419879328),54.528142,7.653871,DOWT,,,-24.0
POINT (7.6790236274747 54.5280521564044),54.528052,7.679024,DOWT,,,-24.0
POINT (7.70390696084481 54.5280521564044),54.528052,7.703907,DOWT,,,-22.0
POINT (7.69151020992396 54.527962324876),54.527962,7.69151,DOWT,,,-22.0
POINT (7.71630371176566 54.5281419879328),54.528142,7.716304,DOWT,,,-22.0
POINT (7.72870046268651 54.5282318194612),54.528232,7.7287,DOWT,,,-23.0
POINT (7.75349396452821 54.5280521564044),54.528052,7.753494,DOWT,,,-22.0
POINT (7.76589071544906 54.5280521564044),54.528052,7.765891,DOWT,,,-21.0
POINT (7.74109721360736 54.5280521564044),54.528052,7.741097,DOWT,,,-22.0
POINT (7.64102489095644 54.5281419879328),54.528142,7.641025,DOWT,,,-24.0
POINT (7.77828746636991 54.5280521564044),54.528052,7.778287,DOWT,,,-20.0
POINT (7.77828746636991 54.5335318796375),54.533532,7.778287,DOWT,,,-20.0
POINT (7.73453951203329 54.5200571503757),54.520057,7.73454,DOWT,,,-23.0
POINT (7.65458945174665 54.4495394005723),54.449539,7.654589,DOWT,,,-23.0
POINT (7.65467928327506 54.4602293524534),54.460229,7.654679,DOWT,,,-23.0
POINT (7.66869300170733 54.4496292321008),54.449629,7.668693,DOWT,,,-23.0
POINT (7.65449962021824 54.4386697856345),54.43867,7.6545,DOWT,,,-24.0
POINT (7.66869300170732 54.4603191839818),54.460319,7.668693,DOWT,,,-23.0
POINT (7.66860317017891 54.4388494486913),54.438849,7.668603,DOWT,,,-24.0
POINT (7.682796551668 54.4498088951576),54.449809,7.682797,DOWT,,,-24.0
POINT (7.682796551668 54.4606785100954),54.460679,7.682797,DOWT,,,-24.0
POINT (7.68270672013959 54.4390291117482),54.439029,7.682707,DOWT,,,-24.0
POINT (7.71100365158935 54.4500783897428),54.450078,7.711004,DOWT,,,-24.0
POINT (7.71100365158935 54.4610378362091),54.461038,7.711004,DOWT,,,-24.0
POINT (7.69681027010027 54.4607683416238),54.460768,7.69681,DOWT,,,-24.0
POINT (7.71091382006094 54.4392986063334),54.439299,7.710914,DOWT,,,-23.0
POINT (7.72510720155003 54.4664277279138),54.466428,7.725107,DOWT,,,-23.0
POINT (7.69690010162868 54.4499885582144),54.449989,7.6969,DOWT,,,-24.0
POINT (7.72510720155003 54.455558112976),54.455558,7.725107,DOWT,,,-23.0
POINT (7.72492753849321 54.4449579926233),54.444958,7.724928,DOWT,,,-23.0
POINT (7.73921075151071 54.4611276677375),54.461128,7.739211,DOWT,,,-23.0
POINT (7.64048590178597 54.4492699059871),54.44927,7.640486,DOWT,,,-23.0
POINT (7.6685133386505 54.4118999901677),54.4119,7.668513,DOWT,,,-24.0
POINT (7.65440978868982 54.4063304354062),54.40633,7.65441,DOWT,,,-25.0
POINT (7.65458945174665 54.4278900022251),54.42789,7.654589,DOWT,,,-24.0
POINT (7.66860317017891 54.4280696652819),54.42807,7.668603,DOWT,,,-24.0
POINT (7.68261688861118 54.4174695449293),54.41747,7.682617,DOWT,,,-24.0
POINT (7.65440978868982 54.4172898818725),54.41729,7.65441,DOWT,,,-25.0
POINT (7.68261688861118 54.4282493283387),54.428249,7.682617,DOWT,,,-24.0
POINT (7.71082398853253 54.428518822924),54.428519,7.710824,DOWT,,,-23.0
POINT (7.69672043857185 54.4229492681624),54.422949,7.69672,DOWT,,,-24.0
POINT (7.64039607025756 54.4115406640541),54.411541,7.640396,DOWT,,,-25.0
POINT (7.64048590178597 54.4223204474635),54.42232,7.640486,DOWT,,,-25.0
POINT (7.64030623872915 54.4062406038778),54.406241,7.640306,DOWT,,,-25.0
POINT (7.64039607025756 54.4278001706967),54.4278,7.640396,DOWT,,,-25.0
POINT (7.64039607025756 54.4170203872872),54.41702,7.640396,DOWT,,,-25.0
POINT (7.72492753849321 54.4341782092139),54.434178,7.724928,DOWT,,,-23.0
